customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year,MonthlyCostPerService
6173-ITPWD,Male,0,1,0,47,1,Yes,No,Yes,Yes,No,No,No,1,83.35,4065.0,1,True,False,False,False,False,False,False,1.7364583333333332
9734-UYXQI,Female,0,0,0,2,1,Yes,No,No,No,No,No,No,1,49.4,106.55,1,False,False,False,True,False,False,False,16.466666666666665
1216-BGTSP,Male,0,0,0,45,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,108.45,4964.7,0,True,False,True,False,False,False,False,2.357608695652174
4138-NAXED,Male,0,0,0,51,1,Yes,No,Yes,No,No,No,No,0,81.0,4085.75,0,True,False,False,False,False,False,False,1.5576923076923077
2189-UXTKY,Female,0,1,0,22,1,Yes,Yes,No,No,Yes,Yes,Yes,1,79.2,1742.75,1,False,False,False,True,False,False,False,3.4434782608695653
0744-BIKKF,Male,0,0,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,86.65,6224.8,0,False,False,False,False,False,False,True,1.1869863013698632
7483-IQWIB,Male,0,1,1,37,1,Yes,No,Yes,Yes,No,Yes,No,1,92.95,3415.25,0,True,False,False,True,False,False,False,2.4460526315789473
5248-KWLAR,Male,0,1,1,71,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,90.35,6325.25,0,False,False,False,True,False,False,True,1.254861111111111
4958-GZWIY,Male,0,1,1,7,1,No,No,No,Yes,No,No,No,0,48.7,340.25,1,False,False,False,True,False,False,False,6.0875
7996-MHXLW,Female,0,0,0,66,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,25.15,1683.6,0,False,True,True,False,False,False,True,0.37537313432835817
7833-PKIHD,Male,0,1,1,51,1,No,Yes,No,No,Yes,Yes,Yes,1,76.4,3966.3,0,False,False,False,False,False,True,False,1.4692307692307693
7061-OVMIM,Female,0,1,1,30,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.55,608.5,0,False,True,False,False,False,True,False,0.6306451612903226
5153-RTHKF,Female,0,0,0,34,1,Yes,No,No,No,No,Yes,No,0,85.35,2896.6,0,True,False,False,True,False,False,False,2.4385714285714286
1852-QSWCD,Male,0,1,1,64,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,24.8,1514.85,0,False,True,False,False,True,False,True,0.38153846153846155
4832-VRBMR,Male,1,1,0,65,1,Yes,No,Yes,Yes,No,Yes,Yes,1,103.15,6792.45,0,True,False,False,False,False,True,False,1.562878787878788
9079-LWTFD,Male,0,0,0,47,1,Yes,Yes,Yes,No,Yes,Yes,No,0,100.75,4669.2,0,True,False,False,False,True,False,False,2.0989583333333335
6356-ELRKD,Female,0,0,0,1,1,No,Yes,No,No,No,Yes,Yes,1,95.6,95.6,1,True,False,False,True,False,False,False,47.8
8624-GIOUT,Female,0,0,0,49,1,Yes,Yes,Yes,No,No,No,No,1,59.75,2934.3,1,False,False,True,False,False,False,False,1.195
3392-EHMNK,Female,0,1,1,67,1,Yes,No,Yes,No,Yes,Yes,No,0,94.1,6302.8,0,True,False,True,False,False,False,True,1.3838235294117647
5986-WWXDV,Male,0,0,1,39,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.35,779.2,0,False,True,False,False,False,True,False,0.48375
3061-BCKYI,Male,0,0,0,14,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.9,283.75,0,False,True,False,False,True,False,False,1.3266666666666667
6179-GJPSO,Female,1,0,0,43,1,No,Yes,Yes,No,Yes,Yes,Yes,1,108.15,4600.7,1,True,False,True,False,False,False,False,2.4579545454545455
7901-TBKJX,Male,1,0,0,56,1,Yes,No,No,Yes,No,Yes,Yes,1,101.05,5594.0,0,True,False,False,True,False,False,False,1.7728070175438595
7228-PAQPD,Female,0,0,0,14,1,No,No,No,No,Yes,No,Yes,0,59.1,772.85,0,False,False,True,False,False,True,False,3.94
3177-LASXD,Female,0,0,0,1,1,No,No,No,No,No,No,No,0,71.35,71.35,1,True,False,False,True,False,False,False,35.675
7746-QYVCO,Male,0,1,1,16,1,No,Yes,Yes,No,No,No,No,1,55.85,857.8,0,False,False,False,False,True,True,False,3.2852941176470587
5804-HYIEZ,Male,0,1,1,70,1,Yes,Yes,Yes,No,No,Yes,Yes,1,106.05,7554.05,0,True,False,False,True,False,False,False,1.4936619718309858
9919-FZDED,Male,1,1,0,72,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,84.1,5981.65,0,False,False,True,False,False,False,True,1.152054794520548
5934-TSSAU,Female,0,1,1,23,1,No,No,No,Yes,No,No,No,1,75.3,1702.9,0,True,False,True,False,False,False,False,3.1374999999999997
3486-KHMLI,Male,0,0,1,21,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.7,467.15,0,False,True,False,False,True,False,False,1.1227272727272728
4897-QSUYC,Female,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.15,20.15,1,False,True,False,False,True,False,False,10.075
1084-UQCHV,Male,0,0,1,1,1,No,No,No,No,No,No,No,0,69.75,69.75,1,True,False,False,False,False,False,False,34.875
8290-YWKHZ,Female,1,1,0,32,1,Yes,No,No,No,No,Yes,Yes,1,93.2,2931.0,1,True,False,False,True,False,False,False,2.824242424242424
2955-BJZHG,Male,0,1,1,17,1,No,No,No,No,No,Yes,No,0,80.85,1400.85,1,True,False,False,True,False,False,False,4.491666666666666
3806-DXQOM,Female,0,0,0,4,0,No phone service,Yes,Yes,No,No,No,No,1,33.65,137.85,1,False,False,False,True,False,False,False,6.7299999999999995
6784-XYJAE,Female,0,0,0,36,1,Yes,No,No,Yes,No,No,No,0,55.8,1941.5,0,False,False,False,True,False,True,False,1.508108108108108
3933-DQPWX,Female,0,0,0,50,0,No phone service,No,Yes,Yes,Yes,No,No,0,39.7,1932.75,0,False,False,True,False,False,False,True,0.7784313725490196
6661-EIPZC,Female,0,1,1,48,0,No phone service,No,No,No,Yes,No,No,1,29.5,1423.05,0,False,False,True,False,False,False,False,0.6020408163265306
8957-THMOA,Female,0,0,1,50,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.15,970.85,0,False,True,True,False,False,False,True,0.39509803921568626
2251-PYLPB,Male,0,1,0,72,1,Yes,Yes,Yes,Yes,Yes,No,Yes,0,79.55,5810.9,0,False,False,True,False,False,False,True,1.0897260273972602
5555-RNPGT,Male,0,0,1,10,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.8,223.9,0,False,True,True,False,False,False,False,2.2545454545454544
1057-FOGLZ,Female,0,0,0,18,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.65,391.7,0,False,True,False,False,True,False,False,1.0342105263157895
9300-RENDD,Male,0,0,0,1,1,No,No,No,No,No,Yes,No,1,79.95,79.95,1,True,False,False,True,False,False,False,39.975
0761-AETCS,Female,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.3,19.3,1,False,True,False,True,False,False,False,9.65
8087-LGYHQ,Male,0,0,0,9,1,No,No,No,Yes,No,Yes,Yes,1,94.05,811.65,0,True,False,False,True,False,False,False,9.405
4137-BTIKL,Male,0,0,0,2,1,Yes,Yes,No,No,No,No,Yes,0,90.75,174.75,0,True,False,False,False,True,False,False,30.25
2190-BCXEC,Female,0,1,0,40,1,Yes,No,No,No,Yes,No,No,1,78.85,3126.85,0,True,False,True,False,False,False,False,1.923170731707317
6227-FBDXH,Male,0,1,0,69,1,Yes,No,No,Yes,No,Yes,Yes,0,99.5,6841.45,0,True,False,False,False,False,True,False,1.4214285714285715
2153-MREFK,Female,0,1,0,37,1,Yes,Yes,No,Yes,Yes,No,Yes,1,99.2,3754.6,1,True,False,False,True,False,True,False,2.610526315789474
2911-WDXMV,Male,0,0,1,18,1,Yes,No,No,Yes,No,No,No,1,80.55,1406.65,0,True,False,True,False,False,False,False,4.239473684210526
7206-PQBBZ,Male,1,1,0,11,1,No,No,No,No,No,No,No,1,70.2,834.7,0,True,False,False,True,False,False,False,5.8500000000000005
3106-ULWFW,Female,0,1,0,8,1,Yes,No,No,No,No,No,Yes,1,85.2,627.4,1,True,False,True,False,False,False,False,9.466666666666667
0925-VYDLG,Female,0,0,0,3,1,Yes,No,No,No,No,No,No,0,75.25,242.0,1,True,False,False,True,False,False,False,18.8125
4547-FZJWE,Male,0,1,1,55,1,No,Yes,No,No,No,No,Yes,0,59.45,3157.0,0,False,False,True,False,False,True,False,1.061607142857143
7422-WNBTY,Male,0,1,0,33,1,Yes,No,Yes,Yes,No,No,Yes,1,93.35,3092.0,0,True,False,False,True,False,False,False,2.7455882352941177
0842-IWYCP,Female,0,0,0,46,1,No,No,No,No,No,No,No,0,44.95,2168.9,0,False,False,False,False,False,False,False,0.9563829787234043
3521-HTQTV,Male,0,0,0,34,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,26.1,980.35,0,False,True,False,False,False,False,True,0.7457142857142858
3744-ZBHON,Female,0,0,0,3,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.2,65.95,0,False,True,False,True,False,False,False,5.05
3373-DIUUN,Male,0,1,1,30,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,21.25,711.9,0,False,True,False,False,True,False,True,0.6854838709677419
8383-SGHJU,Female,0,0,0,33,1,Yes,Yes,No,No,Yes,No,No,0,59.4,1952.8,0,False,False,False,True,False,True,False,1.7470588235294118
7607-QKKTJ,Male,0,1,1,45,1,Yes,No,Yes,Yes,No,No,Yes,1,95.0,4368.85,0,True,False,True,False,False,True,False,2.0652173913043477
7707-PYBBH,Male,0,0,0,40,1,No,Yes,Yes,No,Yes,No,No,1,61.9,2647.1,0,False,False,False,False,True,False,False,1.5097560975609756
8984-HPEMB,Female,0,0,0,71,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,118.65,8477.6,0,True,False,False,True,False,False,True,1.6479166666666667
4349-GFQHK,Male,0,0,0,1,1,Yes,No,No,Yes,No,No,No,0,54.35,54.35,1,False,False,False,True,False,False,False,27.175
4139-DETXS,Female,0,1,1,72,0,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,0,64.45,4528.0,0,False,False,False,False,False,False,True,0.8828767123287672
9779-DPNEJ,Female,0,1,1,22,1,No,No,No,No,No,No,Yes,1,80.15,1790.65,0,True,False,False,True,False,False,False,3.4847826086956526
9805-FILKB,Male,0,1,1,46,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.2,845.6,0,False,True,False,False,False,True,False,0.4297872340425532
5793-YOLJN,Female,0,1,1,55,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,21.0,1210.3,0,False,True,False,False,True,False,True,0.375
0673-IGUQO,Male,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.45,20.45,0,False,True,False,False,True,False,False,10.225
4123-FCVCB,Female,0,0,0,12,1,Yes,No,No,No,Yes,Yes,Yes,1,75.85,854.45,0,False,False,False,False,True,True,False,5.834615384615384
8819-IMISP,Male,0,0,0,31,1,Yes,No,Yes,No,No,No,No,1,80.45,2429.1,0,True,False,False,True,False,False,False,2.5140625
7802-EFKNY,Male,0,1,0,5,0,No phone service,No,No,No,No,No,No,1,24.95,100.4,1,False,False,False,True,False,False,False,4.158333333333333
8311-UEUAB,Female,0,1,1,67,1,Yes,Yes,No,No,No,Yes,Yes,1,75.5,5229.45,0,False,False,False,True,False,False,True,1.1102941176470589
5858-EAFCZ,Male,0,0,0,1,1,No,No,No,No,No,No,No,0,44.45,44.45,0,False,False,False,False,True,False,False,22.225
8035-BUYVG,Male,0,1,0,40,0,No phone service,Yes,Yes,Yes,No,No,No,1,42.35,1716.45,1,False,False,False,True,False,True,False,1.0329268292682927
1163-ONYEY,Male,0,1,1,41,1,Yes,Yes,Yes,Yes,No,Yes,No,1,74.55,3023.55,0,False,False,True,False,False,False,False,1.775
9787-XVQIU,Male,0,0,0,1,1,Yes,No,No,No,No,No,No,1,75.3,75.3,1,True,False,False,True,False,False,False,37.65
8945-MUQUF,Male,0,0,0,51,1,Yes,Yes,Yes,No,No,Yes,No,1,94.8,4837.6,1,True,False,False,True,False,True,False,1.823076923076923
5656-MJEFC,Male,0,1,1,42,0,No phone service,Yes,No,Yes,Yes,Yes,No,0,48.15,2032.3,0,False,False,True,False,False,False,True,1.119767441860465
6082-OQFBA,Male,0,1,1,23,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.65,436.9,0,False,True,False,False,True,True,False,0.81875
8051-HJRLT,Female,1,0,0,1,1,No,No,No,No,No,No,No,1,70.55,70.55,1,True,False,False,True,False,False,False,35.275
8974-OVACP,Female,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.15,20.15,0,False,True,False,False,True,False,False,10.075
4010-YLMVT,Female,0,0,0,56,1,Yes,Yes,Yes,No,No,Yes,Yes,1,106.6,5893.95,0,True,False,True,False,False,False,False,1.870175438596491
1379-FRVEB,Male,0,0,1,15,1,Yes,No,Yes,No,No,Yes,No,1,91.0,1430.05,0,True,False,False,True,False,False,False,5.6875
8612-GXIDD,Male,0,1,1,12,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,25.4,313.0,0,False,True,False,False,False,False,True,1.9538461538461538
6288-CHQJB,Female,0,1,1,54,1,No,Yes,No,Yes,Yes,No,Yes,0,69.95,3871.85,0,False,False,False,False,False,False,True,1.271818181818182
8160-HOWOX,Female,0,0,0,7,1,No,No,No,No,No,Yes,Yes,1,66.85,458.1,0,False,False,False,True,False,False,False,8.35625
3023-GFLBR,Female,0,1,1,33,1,Yes,No,No,No,No,No,Yes,0,86.15,2745.7,1,True,False,True,False,False,False,False,2.533823529411765
6648-INWPS,Male,0,1,1,16,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.15,341.35,0,False,True,False,True,False,False,False,1.1852941176470588
4223-BKEOR,Female,0,0,1,21,1,No,Yes,No,Yes,No,No,Yes,0,64.85,1336.8,0,False,False,False,False,True,True,False,2.9477272727272723
4079-VTGLK,Male,1,1,0,30,1,Yes,No,No,Yes,No,Yes,Yes,0,74.85,2181.75,0,False,False,False,True,False,False,True,2.414516129032258
1763-WQFUK,Male,0,0,0,3,1,No,No,No,No,Yes,No,No,1,50.5,147.75,0,False,False,False,False,True,False,False,12.625
1391-UBDAR,Male,0,0,0,11,1,No,No,No,Yes,No,No,No,0,72.9,818.45,0,True,False,False,True,False,False,False,6.075
8894-JVDCV,Female,0,0,0,62,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,115.05,7133.45,0,True,False,True,False,False,True,False,1.8261904761904761
2023-VQFDL,Male,0,0,0,18,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.0,348.8,0,False,True,False,True,False,False,False,1.0
1345-GKDZZ,Male,0,0,1,6,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.55,128.6,0,False,True,False,False,True,False,False,2.792857142857143
2014-MKGMH,Female,0,0,0,46,1,Yes,No,No,Yes,No,Yes,Yes,1,101.1,4674.4,0,True,False,False,True,False,True,False,2.1510638297872338
5628-FCGYG,Male,0,0,0,21,1,Yes,No,No,No,No,No,Yes,1,84.1,1737.45,0,True,False,False,True,False,False,False,3.8227272727272723
2560-WBWXF,Male,0,0,0,68,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,24.15,1498.85,0,False,True,False,False,False,False,True,0.35
0248-IPDFW,Female,0,0,0,1,1,Yes,No,No,No,No,No,No,1,50.1,50.1,0,False,False,False,True,False,False,False,25.05
7978-DKUQH,Female,0,1,0,25,1,No,No,No,Yes,No,No,No,1,74.6,1797.75,0,True,False,False,True,False,False,False,2.869230769230769
4335-UPJSI,Female,0,0,1,24,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.75,498.1,0,False,True,False,False,True,False,True,0.79
0524-IAVZO,Female,0,1,0,30,1,Yes,No,No,No,No,No,Yes,1,85.0,2624.25,1,True,False,False,True,False,False,False,2.7419354838709675
2737-YNGYW,Female,0,0,0,2,1,No,No,No,No,No,No,Yes,0,80.55,184.1,1,True,False,False,True,False,False,False,26.849999999999998
1784-EZDKJ,Male,0,1,0,51,1,Yes,No,Yes,Yes,No,Yes,Yes,1,106.8,5498.8,0,True,False,False,False,False,True,False,2.0538461538461537
9297-FVVDH,Female,0,1,1,57,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,84.5,4845.4,0,False,False,False,True,False,False,True,1.456896551724138
8007-YYPWD,Female,0,0,0,15,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.05,369.1,0,False,True,False,False,False,False,True,1.565625
7101-HRBLJ,Female,0,1,1,72,1,No,Yes,Yes,Yes,Yes,Yes,Yes,1,83.7,6096.9,0,False,False,False,False,False,False,True,1.1465753424657534
5159-YFPKQ,Female,0,0,0,2,1,No,No,No,Yes,No,No,No,1,75.8,160.75,1,True,False,False,True,False,False,False,25.266666666666666
6635-CPNUN,Male,0,1,0,28,1,Yes,No,Yes,Yes,No,Yes,No,0,96.6,2684.35,0,True,False,True,False,False,False,False,3.3310344827586205
4021-RQSNY,Male,1,1,0,29,1,Yes,No,No,Yes,No,Yes,Yes,1,98.5,3004.15,1,True,False,False,True,False,False,False,3.283333333333333
5453-YBTWV,Male,0,1,1,70,1,No,Yes,Yes,Yes,Yes,Yes,No,1,101.1,6994.8,0,True,False,True,False,False,False,True,1.4239436619718309
5039-LZRQT,Female,0,0,0,13,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.2,273.25,0,False,True,False,False,True,True,False,1.4428571428571428
2931-VUVJN,Female,1,1,0,59,1,Yes,Yes,Yes,Yes,Yes,No,No,1,94.05,5483.9,0,True,False,False,True,False,True,False,1.5675
9061-TIHDA,Male,1,1,0,13,1,Yes,No,No,No,No,Yes,Yes,1,95.25,1233.65,1,True,False,False,True,False,False,False,6.803571428571429
8699-ASUFO,Male,1,1,0,7,1,Yes,No,No,No,No,No,No,1,74.4,527.9,1,True,False,False,False,True,False,False,9.3
6418-PIQSP,Female,0,1,0,62,1,No,Yes,No,Yes,Yes,Yes,Yes,0,81.0,4985.9,0,False,False,False,False,True,False,True,1.2857142857142858
8220-OCUFY,Female,0,0,0,21,1,No,Yes,No,Yes,Yes,No,No,1,60.25,1258.35,0,False,False,False,True,False,True,False,2.7386363636363638
3995-WFCSM,Female,0,0,0,2,1,No,No,No,Yes,No,No,Yes,0,60.85,111.4,0,False,False,False,True,False,False,False,20.283333333333335
1895-QTKDO,Female,0,0,0,1,1,No,No,No,No,No,No,No,0,43.95,43.95,0,False,False,True,False,False,False,False,21.975
2038-OEQZH,Male,0,0,0,4,1,No,No,No,Yes,No,No,Yes,0,86.05,308.1,0,True,False,False,True,False,False,False,17.21
1178-PZGAB,Female,0,0,0,19,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.25,383.65,0,False,True,True,False,False,True,False,1.0125
7927-AUXBZ,Female,0,0,0,30,1,No,No,No,No,Yes,Yes,No,0,85.15,2555.9,1,True,False,False,True,False,False,False,2.7467741935483874
2626-VEEWG,Male,0,1,1,67,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.4,1284.2,0,False,True,True,False,False,False,True,0.2852941176470588
2878-RMWXY,Male,1,1,0,72,1,Yes,Yes,Yes,Yes,No,No,Yes,1,102.65,7550.3,0,True,False,True,False,False,False,True,1.406164383561644
1657-DYMBM,Male,0,1,0,53,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.9,1110.05,0,False,True,True,False,False,False,True,0.36851851851851847
7311-MQJCH,Female,0,0,0,5,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.55,99.6,0,False,True,False,True,False,True,False,3.2583333333333333
7375-WMVMT,Male,1,1,0,71,1,No,No,Yes,Yes,Yes,No,Yes,1,95.5,6707.15,0,True,False,True,False,False,False,True,1.3263888888888888
1136-XGEQU,Female,0,1,1,50,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,84.15,4164.4,0,False,False,True,False,False,True,False,1.6500000000000001
2530-FMFXO,Male,0,1,1,56,1,Yes,No,No,Yes,Yes,Yes,Yes,1,103.2,5873.75,0,True,False,False,True,False,False,True,1.8105263157894738
6844-DZKRF,Male,0,0,0,2,1,No,No,No,No,Yes,No,No,1,50.2,109.25,0,False,False,True,False,False,False,False,16.733333333333334
4695-WJZUE,Female,1,0,0,2,1,Yes,No,No,Yes,No,No,Yes,1,88.55,179.25,1,True,False,False,True,False,False,False,29.516666666666666
7619-ODSGN,Male,0,1,1,24,1,Yes,Yes,No,No,No,No,No,0,54.75,1338.15,1,False,False,False,True,False,False,False,2.19
5970-GHJAW,Male,0,1,1,46,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.95,862.4,0,False,True,True,False,False,False,True,0.42446808510638295
8879-XUAHX,Male,0,1,0,71,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,116.25,8564.75,0,True,False,False,True,False,False,True,1.6145833333333333
3689-MOZGR,Female,0,0,0,29,0,No phone service,No,No,No,Yes,No,No,1,31.2,926.2,0,False,False,False,True,False,False,False,1.04
4195-PNGZS,Male,0,1,1,69,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.45,1718.2,0,False,True,False,False,False,False,True,0.34928571428571425
5003-XZWWO,Male,0,1,0,71,1,Yes,No,Yes,Yes,Yes,Yes,Yes,0,84.2,5956.85,0,False,False,True,False,False,False,True,1.1694444444444445
3988-RQIXO,Female,1,0,0,1,1,No,No,No,No,No,Yes,Yes,1,91.3,91.3,1,True,False,False,True,False,False,False,45.65
7622-FWGEW,Male,1,1,0,56,1,No,Yes,Yes,Yes,Yes,Yes,Yes,1,85.65,4824.45,0,False,False,False,False,False,False,True,1.5026315789473685
6922-NCEDI,Male,0,0,1,56,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,21.2,1238.65,0,False,True,False,False,True,True,False,0.3719298245614035
2514-GINMM,Male,0,0,0,1,1,No,No,No,No,No,Yes,No,1,79.5,79.5,1,True,False,False,True,False,False,False,39.75
9891-NQDBD,Female,0,1,0,28,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.55,672.2,0,False,True,False,False,True,True,False,0.8810344827586207
6131-IUNXN,Female,0,1,1,19,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.2,382.2,0,False,True,False,False,True,False,False,1.01
8548-AWOFC,Male,0,1,0,66,1,Yes,No,No,No,Yes,No,Yes,0,63.85,4264.6,0,False,False,False,True,False,False,False,0.9529850746268657
9798-DRYDS,Female,0,1,1,17,1,Yes,No,No,Yes,Yes,No,No,1,61.95,1070.7,0,False,False,False,False,True,True,False,3.441666666666667
8532-UEFWH,Male,0,1,1,52,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.75,1345.85,0,False,True,False,False,True,False,True,0.4858490566037736
6296-DDOOR,Female,0,0,0,19,1,No,No,Yes,No,No,Yes,No,0,58.2,1045.25,0,False,False,False,True,False,True,False,2.91
7951-VRDVK,Female,0,0,0,36,1,No,Yes,Yes,Yes,Yes,Yes,Yes,0,85.85,3003.55,0,False,False,False,False,False,True,False,2.32027027027027
5931-FLJJF,Male,1,1,0,7,1,No,No,No,No,No,No,No,1,70.1,467.55,1,True,False,False,False,True,False,False,8.7625
4815-YOSUK,Male,0,1,1,72,1,Yes,Yes,Yes,Yes,Yes,No,Yes,1,104.9,7537.5,0,True,False,True,False,False,True,False,1.4369863013698632
2659-VXMWZ,Male,0,1,1,67,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,111.3,7482.1,1,True,False,False,True,False,True,False,1.636764705882353
0380-NEAVX,Male,1,0,0,34,1,No,No,Yes,Yes,No,Yes,Yes,1,99.85,3343.15,0,True,False,False,True,False,True,False,2.8528571428571428
3207-OYBWH,Male,1,1,0,57,1,Yes,No,Yes,Yes,No,No,Yes,1,95.25,5427.05,1,True,False,False,False,False,False,False,1.6422413793103448
4285-GYRQC,Female,0,1,0,7,1,No,No,No,Yes,No,Yes,No,1,86.25,587.1,1,True,False,False,True,False,False,False,10.78125
7216-EWTRS,Female,1,1,0,1,1,Yes,No,No,Yes,No,Yes,Yes,1,100.8,100.8,1,True,False,False,True,False,False,False,50.4
4365-MSDYN,Male,0,1,0,8,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.55,161.15,0,False,True,False,False,False,False,False,2.1722222222222225
7036-TYDEC,Female,0,0,0,69,1,Yes,No,No,Yes,Yes,Yes,Yes,0,104.0,7028.5,0,True,False,False,True,False,False,True,1.4857142857142858
5802-ADBRC,Female,0,1,0,50,1,Yes,Yes,No,Yes,No,Yes,Yes,1,104.4,5232.9,0,True,False,False,False,True,True,False,2.047058823529412
8076-FEZKJ,Male,0,0,0,10,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.5,225.85,0,False,True,False,False,True,True,False,1.7727272727272727
5197-YPYBZ,Female,0,1,1,12,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.25,274.7,0,False,True,True,False,False,False,True,1.9423076923076923
8337-MSSXB,Female,0,0,0,14,1,No,No,Yes,No,No,No,Yes,1,86.3,1180.95,1,True,False,False,True,False,False,False,5.753333333333333
4312-GVYNH,Female,0,1,0,70,0,No phone service,Yes,No,Yes,Yes,No,Yes,1,49.85,3370.2,0,False,False,False,False,False,False,True,0.7021126760563381
8495-LJDFO,Female,1,0,0,64,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,108.95,7111.3,0,True,False,False,False,False,False,False,1.676153846153846
0839-JTCUD,Female,0,1,1,66,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,89.9,5958.85,0,False,False,True,False,False,False,True,1.3417910447761194
5494-WOZRZ,Female,0,1,1,71,1,No,Yes,No,Yes,Yes,Yes,Yes,1,82.0,5999.85,0,False,False,True,False,False,False,True,1.1388888888888888
1302-UHBDD,Male,1,0,0,20,1,No,No,No,No,No,Yes,Yes,0,89.95,1648.45,0,True,False,False,True,False,False,False,4.283333333333333
2234-EOFPT,Male,0,1,0,72,1,No,Yes,Yes,No,Yes,Yes,Yes,1,79.35,5753.25,0,False,False,False,False,False,False,True,1.0869863013698629
8619-IJNDK,Female,0,1,1,71,1,No,Yes,Yes,Yes,Yes,No,No,0,64.05,4492.9,0,False,False,True,False,False,False,True,0.8895833333333333
8378-LKJAF,Male,0,1,1,38,1,Yes,No,No,Yes,No,Yes,Yes,1,101.15,3956.7,0,True,False,True,False,False,False,False,2.5935897435897437
8182-BJDSI,Female,0,0,0,28,1,Yes,No,Yes,No,No,No,Yes,1,89.95,2625.55,1,True,False,False,True,False,False,False,3.1017241379310345
2528-HFYZX,Male,1,1,0,17,1,No,No,Yes,No,No,No,No,1,76.45,1233.4,1,True,False,False,True,False,False,False,4.247222222222223
1153-GNOLC,Male,0,0,0,33,0,No phone service,No,Yes,No,No,Yes,No,1,39.1,1309.0,0,False,False,False,True,False,True,False,1.1500000000000001
